date,adj_close
2003-01-02,10.12183
2003-01-03,10.275105
2003-01-06,10.797894
2003-01-07,10.743151
2003-01-08,10.3408
2003-01-09,10.658301
2003-01-10,10.896429
2003-01-13,10.726728
2003-01-14,10.75684
2003-01-15,10.537866
2003-01-16,10.168356
2003-01-17,9.579884
2003-01-21,9.51693
2003-01-22,9.451238
2003-01-23,9.793375
2003-01-24,9.388284
2003-01-27,9.210367
2003-01-28,9.308908
2003-01-29,9.552512
2003-01-30,9.092675
2003-01-31,9.032459
2003-02-03,9.032459
2003-02-04,8.890132
2003-02-05,8.950346
2003-02-06,8.791597
2003-02-07,8.704008
2003-02-10,8.849072
2003-02-11,8.851812
2003-02-12,8.849072
2003-02-13,8.750537
2003-02-14,9.292481
2003-02-18,9.642838
2003-02-19,9.505983
2003-02-20,9.716738
2003-02-21,9.648308
2003-02-24,9.538831
2003-02-25,9.459451
2003-02-26,9.215846
2003-02-27,9.519659
2003-02-28,9.812538
2003-03-03,9.4485
2003-03-04,9.33354
2003-03-05,9.445763
2003-03-06,9.415653
2003-03-07,9.265114
2003-03-10,9.087202
2003-03-11,9.046146
2003-03-12,9.303435
2003-03-13,9.976766
2003-03-14,9.801587
2003-03-17,10.387328
2003-03-18,10.54882
2003-03-19,10.455757
2003-03-20,10.496811
2003-03-21,10.770522
2003-03-24,10.187523
2003-03-25,10.420173
2003-03-26,10.368175
2003-03-27,10.209417
2003-03-28,9.963076
2003-03-31,9.563457
2003-04-01,9.623673
2003-04-02,10.264161
2003-04-03,10.277847
2003-04-04,10.004133
2003-04-07,10.154671
2003-04-08,9.733161
2003-04-09,9.634619
2003-04-10,9.623673
2003-04-11,9.51419
2003-04-14,9.820751
2003-04-15,9.809803
2003-04-16,10.245004
2003-04-17,10.674726
2003-04-21,10.723996
2003-04-22,11.066131
2003-04-23,11.142771
2003-04-24,10.997702
2003-04-25,10.485869
2003-04-28,10.778736
2003-04-29,11.003178
2003-04-30,10.78421
2003-05-01,10.776
2003-05-02,11.118139
2003-05-05,11.326156
2003-05-06,11.432905
2003-05-07,11.249522
2003-05-08,10.984023
2003-05-09,11.495858
2003-05-12,11.733989
2003-05-13,11.539648
2003-05-14,11.536915
2003-05-15,11.665562
2003-05-16,11.515016
2003-05-19,10.992229
2003-05-20,11.003178
2003-05-21,11.049709
2003-05-22,11.172879
2003-05-23,11.249522
2003-05-27,11.837997
2003-05-28,11.884527
2003-05-29,12.251297
2003-05-30,12.426474
2003-06-02,12.174662
2003-06-03,12.336149
2003-06-04,12.790511
2003-06-05,12.932842
2003-06-06,12.71661
2003-06-09,12.371734
2003-06-10,12.481217
2003-06-11,12.481217
2003-06-12,12.316991
2003-06-13,11.920118
