date,adj_close
2003-01-02,59.328991
2003-01-03,59.511406
2003-01-06,60.560284
2003-01-07,60.41045
2003-01-08,59.537498
2003-01-09,60.462555
2003-01-10,60.625397
2003-01-13,60.605888
2003-01-14,60.801296
2003-01-15,60.195431
2003-01-16,59.947865
2003-01-17,59.061886
2003-01-21,58.143333
2003-01-22,57.439751
2003-01-23,57.791531
2003-01-24,56.273636
2003-01-27,55.504868
2003-01-28,55.915302
2003-01-29,56.338772
2003-01-30,55.003296
2003-01-31,56.065163
2003-02-03,56.1759
2003-02-04,55.622147
2003-02-05,55.276855
2003-02-06,55.016296
2003-02-07,54.345264
2003-02-10,54.729671
2003-02-11,54.351799
2003-02-12,53.485352
2003-02-13,53.648216
2003-02-14,54.820843
2003-02-18,55.785023
2003-02-19,55.491879
2003-02-20,54.938126
2003-02-21,55.491879
2003-02-24,54.592834
2003-02-25,55.02932
2003-02-26,54.228031
2003-02-27,54.944622
2003-02-28,55.309448
2003-03-03,54.781742
2003-03-04,53.908794
2003-03-05,54.364826
2003-03-06,53.908794
2003-03-07,54.28014
2003-03-10,52.977192
2003-03-11,52.456001
2003-03-12,52.807823
2003-03-13,54.631927
2003-03-14,54.807808
2003-03-17,56.534176
2003-03-18,56.866467
2003-03-19,57.302921
2003-03-20,57.426697
2003-03-21,58.652473
2003-03-24,56.703293
2003-03-25,57.246201
2003-03-26,56.958401
2003-03-27,57.004181
2003-03-28,56.716358
2003-03-31,55.427811
2003-04-01,56.278141
2003-04-02,57.638638
2003-04-03,57.363911
2003-04-04,57.704048
2003-04-07,57.592865
2003-04-08,57.684422
2003-04-09,56.925663
2003-04-10,57.239643
2003-04-11,57.004181
2003-04-14,58.181526
2003-04-15,58.724411
2003-04-16,57.723675
2003-04-17,58.58054
2003-04-21,58.639374
2003-04-22,59.744797
2003-04-23,60.294289
2003-04-24,59.757919
2003-04-25,59.018814
2003-04-28,60.039154
2003-04-29,60.248478
2003-04-30,60.117653
2003-05-01,60.111092
2003-05-02,60.967926
2003-05-05,60.85025
2003-05-06,61.425816
2003-05-07,61.085705
2003-05-08,60.470867
2003-05-09,61.308105
2003-05-12,62.06031
2003-05-13,61.949078
2003-05-14,61.818291
2003-05-15,62.210732
2003-05-16,62.053772
2003-05-19,60.601665
2003-05-20,60.477402
2003-05-21,60.601665
2003-05-22,61.203411
2003-05-23,61.327724
2003-05-27,62.400436
2003-05-28,62.57703
2003-05-29,62.413498
2003-05-30,63.414246
2003-06-02,63.675934
2003-06-03,63.937592
2003-06-04,64.85984
2003-06-05,65.180321
2003-06-06,64.925224
2003-06-09,64.264587
2003-06-10,64.918701
2003-06-11,65.605461
2003-06-12,65.808273
2003-06-13,65.121437
2003-06-16,66.495026
2003-06-17,66.495026
2003-06-18,66.436188
2003-06-19,65.42234
2003-06-20,65.277924
2003-06-23,64.60836
2003-06-24,64.674004
2003-06-25,64.024094
2003-06-26,64.857803
2003-06-27,64.109398
2003-06-30,64.089737
2003-07-01,64.68058
2003-07-02,65.494522
2003-07-03,64.818367
2003-07-07,66.105026
2003-07-08,66.40049
2003-07-09,66.026283
2003-07-10,65.186005
2003-07-11,65.80307
2003-07-14,66.124756
2003-07-15,65.980331
2003-07-16,65.593033
2003-07-17,64.660866
2003-07-18,65.323853
2003-07-21,64.516426
2003-07-22,65.100677
2003-07-23,65.146622
2003-07-24,64.654251
2003-07-25,65.796509
2003-07-28,65.553619
2003-07-29,65.251648
2003-07-30,65.094147
2003-07-31,65.245117
2003-08-01,64.667435
2003-08-04,64.667435
2003-08-05,63.295425
2003-08-06,63.663048
2003-08-07,64.332642
2003-08-08,64.516426
2003-08-11,64.759331
2003-08-12,65.350143
2003-08-13,65.01535
2003-08-14,65.192574
2003-08-15,65.396072
2003-08-18,65.960648
2003-08-19,66.21006
2003-08-20,65.940971
2003-08-21,66.150993
2003-08-22,65.494522
2003-08-25,65.599594
2003-08-26,65.717758
2003-08-27,65.737419
2003-08-28,66.144463
2003-08-29,66.590836
2003-09-02,67.483643
2003-09-03,67.851212
2003-09-04,67.884041
2003-09-05,67.503273
2003-09-08,68.06131
2003-09-09,67.614891
2003-09-10,66.932198
2003-09-11,67.129128
2003-09-12,67.25383
2003-09-15,67.017517
2003-09-16,67.995628
2003-09-17,67.864334
2003-09-18,68.66523
2003-09-19,68.315918
2003-09-22,67.577934
2003-09-23,67.8349
2003-09-24,66.628998
2003-09-25,66.082069
2003-09-26,65.864578
2003-09-29,66.510361
2003-09-30,65.864578
2003-10-01,67.268219
2003-10-02,67.512016
2003-10-03,68.13147
2003-10-06,68.44117
2003-10-07,68.704781
2003-10-08,68.533447
2003-10-09,68.717941
2003-10-10,68.909058
2003-10-13,69.126518
2003-10-14,69.370361
2003-10-15,69.185822
2003-10-16,69.46257
2003-10-17,68.704781
2003-10-20,69.218773
2003-10-21,69.100128
2003-10-22,68.230293
2003-10-23,68.10511
2003-10-24,68.256645
2003-10-27,68.289635
2003-10-28,69.218773
2003-10-29,69.31102
2003-10-30,69.456001
2003-10-31,69.390083
2003-11-03,69.844803
2003-11-04,69.693237
2003-11-05,69.745949
2003-11-06,70.114967
2003-11-07,69.59436
2003-11-10,69.31102
2003-11-11,69.291245
2003-11-12,70.068863
2003-11-13,70.088623
2003-11-14,69.495537
2003-11-17,69.146286
2003-11-18,68.427979
2003-11-19,69.007896
2003-11-20,68.388451
2003-11-21,68.671799
2003-11-24,69.5812
2003-11-25,69.844803
2003-11-26,70.095215
2003-11-28,70.147903
2003-12-01,70.905739
2003-12-02,70.727814
2003-12-03,70.615814
2003-12-04,70.905739
2003-12-05,70.411537
2003-12-08,70.886002
2003-12-09,70.339058
2003-12-10,70.332451
2003-12-11,71.123215
2003-12-12,71.261581
2003-12-15,70.905739
2003-12-16,71.274788
2003-12-17,71.49881
2003-12-18,72.302773
2003-12-19,72.101479
2003-12-22,72.604675
2003-12-23,72.651039
2003-12-24,72.578201
2003-12-26,72.63118
2003-12-29,73.597809
2003-12-30,73.611061
2003-12-31,73.677269
2004-01-02,73.644142
2004-01-05,74.44529
2004-01-06,74.51812
2004-01-07,74.769714
2004-01-08,75.067657
2004-01-09,74.412224
2004-01-12,74.961716
2004-01-13,74.524734
2004-01-14,75.14711
2004-01-15,75.332512
2004-01-16,75.630417
2004-01-20,75.610565
